발짓 0 1 2
부업 4 3 2
노쇠해가는 0 1 5
미친듯이 20 32 4
꺼내기전이 0 1 5
명시 0 2 2
물구나무 1 0 4
동시 46 90 2
헐떡거려 1 0 4
지웠음 4 0 3
흔하잖아 1 0 4
나더 3 1 2
왕기대 1 0 3
치는데는 0 2 4
달라진 2 4 3
불러일으키지못하는 1 0 9
돋기는 1 1 3
할줄아는게 1 0 5
걸쳐있는 1 0 4
포더 1 1 2
썼으면서 1 0 4
올라와요 1 0 4
,,//.. 1 0 6
집어넣어가지고 1 0 7
이승준 1 1 3
선덕여왕 2 7 4
-_-;; 53 9 5
본는듯 1 0 3
학업 1 2 2
잼다 0 12 2
낫다 234 124 2
꺼내면서 0 1 4
하기는 32 12 3
움직인다 0 9 4
둬 4 3 1
뚬 0 1 1
보고싶어여 0 1 5
성격장애 2 1 4
안기는 1 1 3
놓다 0 1 2
토끼는 1 0 3
넘어가야 0 4 4
game 0 3 4
식으 1 0 2
부지런하지 1 0 5
일견 0 4 2
사악합니다 1 0 5
에너지 10 20 3
흐 9 27 1
귀엽 2 27 2
전당포 0 1 3
없애면 1 2 3
좌우치 0 1 3
싹싹 1 0 2
만들었을 8 3 4
김택진 0 1 3
형수 4 0 2
라돈치치 1 0 4
명필름 2 0 3
섞어 19 9 2
낫겠어용 1 0 4
투덜 1 0 2
읽다가 2 4 3
활성화 2 0 3
잘맞았다 0 2 4
현빈 15 23 2
태연한 0 1 3
완전욱겨 0 1 4
힘겹다 3 0 3
공전 1 1 2
두근거리는 1 3 5
Movie 2 4 5
돌직구 0 4 3
버렸다는 4 1 4
요지 3 0 2
수줍 0 1 2
해보셈 0 1 3
루키 2 5 2
웈 1 0 1
미친듯 10 17 3
반을 1 1 2
사마 1 4 2
강렬했던 1 5 4
탤런트 3 0 3
반하는 1 2 3
지니어스 8 9 4
애해 1 0 2
그린호넷 2 0 4
싸여있던 1 0 4
귀하던 1 0 3
번지르르한 2 1 5
잇죵 0 1 2
닥패 0 1 2
높아요 6 2 3
화려하고 12 33 4
되겠던지 1 0 4
그러기에 2 5 4
들어간것을 1 0 5
수양제 1 0 3
만들것네 1 0 4
보고 2228 3093 2
위배 1 1 2
떨어트렷다 1 0 5
slim 1 0 4
꿈이었을까 0 1 5
마리오 3 3 3
안좋게 2 5 3
만들어놓았다 0 1 6
안되려나 0 1 4
착 7 6 1
얻는다는데 1 0 5
들렸음 1 0 3
남자거시 1 0 4
찍던지 1 0 3
운전자 2 0 3
예원 0 3 2
어둡네요 1 0 4
해보자이시도 1 0 6
1996년 5 5 5
망하긴 1 1 3
꽃잎 0 2 2
형부 4 1 2
괴로워서 2 0 4
건덕 1 0 2
숭숭 7 1 2
맞춰야겠다 1 0 5
하시려면 1 2 4
떠오르다 1 0 4
가깝고 0 1 3
개폼 10 1 2
꾸밀수있는 0 1 5
OC 1 0 2
질질 347 72 2
어지러워서 6 0 5
터지면서도 0 1 5
말론브란도 0 3 5
갖고도 0 1 3
변혁 2 1 2
십자군 0 2 3
하게말하자면 1 0 6
떠나는거였었나 0 1 7
했었나 11 2 3
수천만 1 0 3
소야 1 1 2
돌린답니다 1 0 5
댓글알바 24 3 4
설마설마 14 1 4
리채 1 0 2
재미있을줄 3 0 5
자연스러울 1 1 5
쇠맛 1 0 2
뭐라하시는거에요 1 0 8
춘한데 1 6 3
좋앗는대 0 2 4
없었기 0 1 3
하는것이니 0 1 5
풀려고하나 1 0 5
불가능 13 18 3
우쿨렐레 0 1 4
해보지도 1 0 4
슈케 1 0 2
들아 34 21 2
뻣 3 6 1
값진 1 9 2
한물간듯 1 0 4
남기는내가 1 0 5
조울증 5 1 3
아니게 12 10 3
폭스채널 0 1 4
없어졌을까 1 0 5
미치겠군 1 0 4
지워지질 0 1 4
김해숙 5 5 3
few 1 0 3
맞춰놓고 0 1 4
비웃을듯 1 0 4
실언 1 0 2
개시시 1 0 3
만들었다면 19 10 5
보구있네요 0 1 5
강리나 1 2 3
나이키 0 2 3
스포츠맨 1 0 4
알랭드롱 0 1 4
뭉개줄 0 1 3
실물 5 5 2
숭고한가 1 0 4
혁권 0 1 2
해일이 1 1 3
유익하게 0 1 4
써내기 0 1 3
서유럽 0 1 3
메리 6 25 2
소름끼치 1 0 4
땡겼다놨다 1 0 5
어둑어둑해서 1 0 6
밍 3 5 1
괜찮더군 2 0 4
로빈훗 4 2 3
9.08 1 1 4
띄엄 1 2 2
맞추어놓으니 1 0 6
서부 28 50 2
제프리 1 2 3
이지났지만 0 1 5
흔하진 1 0 3
흥얼거렸다만 1 0 6
수묵화 0 1 3
이문열 2 1 3
안됬습니다 1 0 5
재하는 1 0 3
변기 4 2 2
라고요 1 0 3
필요없는것 0 1 5
했던거랑 1 0 4
벙찜 1 0 2
개다는 1 0 3
외항 1 0 2
이예린 1 0 3
티보 3 1 2
까하는 1 0 3
놀라운거라고 0 1 6
ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ 0 1 19
충분했습니다 1 2 6
더재밋음 2 1 4
출장 2 0 2
들어있어 0 1 4
알프스 1 1 3
흔히 15 18 2
퇘 1 0 1
불렀노 1 0 3
받으라니 1 0 4
44% 1 0 3
맨날 106 58 2
보았던거 0 1 4
벽면 1 1 2
화채 1 0 2
행복한것을 0 1 5
뻔했고 4 1 3
아니한 4 5 3
나서스 1 0 3
와아 2 3 2
비슷하게 14 11 4
잠재움 1 0 3
아니라도 1 8 4
환경미화원 1 1 5
썩어도 0 2 3
쪽팔린 2 0 3
이겠군요 1 0 4
낛 1 0 1
이륙 3 0 2
벗는거 1 0 3
배싹 1 0 2
프라이팬 0 1 4
많든 1 1 2
끊어졌나 1 0 4
llti 0 1 4
싸지르는 3 1 4
꼬 67 31 1
웃고울고 0 3 4
세레나데 2 1 4
영원하다 1 10 4
빨하던 0 1 3
벌어었기에 1 0 5
1000년 0 1 5
어리다고 1 1 4
...^^; 0 4 6
있었다는건 0 1 5
나쁘네요 3 0 4
이쁘더군 1 0 4
만든거면 0 2 4
조화롭지 6 0 4
;;;... 1 0 6
2.93 1 0 4
시간버렷 1 0 4
신기하구나 1 0 5
신지 15 11 2
이끌어가지못하는거 1 0 9
나왔군 4 1 3
돌려이를 1 0 4
2020년 0 1 5
했다는것도 0 1 5
성공했나 1 0 4
흘러가는지 1 1 5
몰랏던 0 1 3
낚엿 2 0 2
ㅋㄲ 2 0 2
교육부 1 0 3
살아오다가 0 1 5
sihoo 0 2 5
꾸겨놓고 1 0 4
대문 3 0 2
있던것을 0 1 4
꺼라고 1 0 3
재밌디 0 1 3
팔분 0 1 2
페티시 2 0 3
볼수있으며 0 1 5
낮추어도 1 0 4
남겠지만 1 0 4
뿌리고다 0 1 4
빼야지 1 0 3
내연 1 1 2
재미없구나 4 0 5
많다는 5 7 3
충분했고 0 1 4
틀을못 1 0 3
섹스 137 51 2
적당하게 3 3 4
재밌겠 0 1 3
임병 1 0 2
나모 1 0 2
의분 1 0 2
_+ 0 1 2
그럼수고하세요 1 0 7
뽀 8 6 1
-_-:::: 1 0 7
Korean 0 2 6
뭐라하건 0 1 4
좋을수는 1 0 4
진부해 7 0 3
most 3 1 4
틀거 1 0 2
둘째 107 15 2
억지스러웠다 1 0 6
담겨있고 0 2 4
왕가위 20 29 3
꺼져라고 1 0 4
지존 16 29 2
굿럭 0 1 2
무지함에 0 1 4
근친상간 8 3 4
칙칙 0 3 2
다봤을껄 0 1 4
보랑 2 1 2
상황 302 243 2
들어주기 3 0 4
ㅇㅅㅇㅋㅋㅋ 0 1 6
뺏는 2 0 2
기대더요 0 1 4
웍투 1 0 2
짓밟힌 0 1 3
빈이가 1 0 3
바라보던 1 5 4
김영오 0 1 3
집어넣었다고 1 0 6
밉던지 0 1 3
헤니 3 1 2
눈꼴 1 0 2
뉴요커 1 2 3
건왜또 1 0 3
있긴하겠지만 0 1 6
아깝더군요 1 0 5
잔인한것도 4 0 5
잼잼 0 9 2
고소영 22 12 3
ㅋㅌㅋㅌ 0 1 4
이구십삼 1 0 4
지루할꺼 1 0 4
이었다니 8 11 4
져드 0 1 2
노래하기 0 1 4
필요한것이기에 0 1 7
잔인하게밖에 1 0 6
변하질 0 1 3
carter 0 1 6
흘러가던 0 1 4
줬는지는 0 1 4
비추에요 3 0 4
뛰어다닐 0 1 4
승방 1 0 2
독소 0 1 2
미쳤구먼 1 0 4
붙이는건 1 0 4
받으니까 1 0 4
뎡말뎡 0 1 3
나왔는지도 2 1 5
놀라웠지만 1 1 5
박미현 1 0 3
지루해지는 4 1 5
치려고 2 1 3
아름답다를 0 1 5
막지었어 0 1 4
녹아있지 1 0 4
흘깃 1 0 2
슬하 1 7 2
느드르므브 0 1 5
했던말 2 0 3
아름답지만 7 7 5
볼맘 0 1 2
너무했다이거 0 1 6
다분해서 1 0 4
마라도 1 0 3
잘알 1 0 2
짓하내 1 0 3
크던 0 1 2
평소 40 47 2
들었는지 4 0 4
나오는거죠 1 0 5
달래가면서 1 0 5
후랴 1 0 2
비온뒤 0 1 3
성공하기까지 0 2 6
짧아야 0 1 3
얄궂 0 2 2
시러하는군 1 0 5
울었다는게 1 0 5
.,/,./,./,./,./ 1 0 15
고등법원 0 1 4
올리면 5 0 3
쨋 2 15 1
막지말고 1 0 4
보내야하는 0 1 5
역겨운거 0 1 4
카렐 3 10 2
2.35 0 1 4
자라고하기 1 0 5
김유진 1 0 3
굿굿굿긋그슷 0 1 6
김혁 0 2 2
수호이 1 0 3
정주 0 4 2
쩌고 1 0 2
해치려다가 1 0 5
양키스 0 1 3
아는만큼 3 4 4
일거수일투족 0 1 6
멋지단 0 1 3
없을거라 1 2 4
한다더니 2 0 4
걸느 0 2 2
드립치는것도 0 1 6
늙어가고 0 4 4
도망치듯 2 1 4
될꺼예요 0 1 4
쟤땜 0 1 2
입네 1 0 2
사이더 0 1 3
나들이 2 6 3
닮았내요 0 1 4
살것이다 0 2 4
답답했을 1 0 4
봤다는것이 1 0 5
느낍니다 3 13 4
예쁘시나 1 0 4
유치할 6 5 3
봤다기 1 0 3
점그 1 0 2
는지이해 1 0 4
캬악퉤 1 0 3
눙 0 1 1
기대할수 1 0 4
고스트라이더 6 2 6
남아돌아 6 0 4
씁쓸합니다 3 0 5
후뢰쉬맨 1 0 4
난중 1 1 2
좋라 0 1 2
망해가지 1 0 4
줘야지 11 23 3
여실 1 1 2
훈훈해졌다가 0 1 6
가아니군 1 0 4
였습니다만 1 1 5
프로방스 0 2 4
~~~~~~~~~~~~~~~~~ 0 2 17
낸것도 2 1 3
해야하는지 3 3 5
지리구요 0 1 4
층 36 25 1
일어나고 7 7 4
새면서 0 1 3
나빠지거나 1 0 5
몰르나 1 0 3
볼려면 9 4 3
되지말자 0 1 4
기억나는게 5 0 5
합친거 1 0 3
지쳐있을 0 1 4
널렸는데 1 0 4
웃엇다 2 3 3
볼수 76 204 2
얼얼하고 0 1 4
익숙해졌다고 1 0 6
박함도 1 0 3
메가티비 1 1 4
큰코다친 1 0 4
(?), 1 0 4
특별하고 0 7 4
브리트니 5 8 4
놔두지 1 0 3
읽으려고 0 1 4
사노 1 0 2
두가지있 1 0 4
발사 7 7 2
n 2 6 1
태일 1 0 2
넘었다니 0 2 4
하고싶었으면 1 0 6
풀렸네요 0 1 4
낸건 2 2 2
띄지 1 3 2
재미없어졌다 1 0 6
돼야되 1 0 3
나카이 0 1 3
고충 1 4 2
사라지는 13 9 4
헤저드 1 0 3
까니 1 1 2
전별 1 0 2
사라졌어 2 0 4
ㅈㄷㄹ 1 0 3
뎀시 0 1 2
쓴거냐 5 0 3
의슴 1 0 2
화점 1 0 2
부실해 3 0 3
태어나다 0 1 4
매튜 13 18 2
정교함 0 1 3
ㅇㅈㄹ 1 0 3
상습 2 0 2
뭐함 6 1 2
충심 0 1 2
비꼬아놓은 1 0 5
시월드 1 0 3
알수있고 1 3 4
헸 1 0 1
미치네요 3 0 4
낚는거봐 1 0 4
나이틀리 3 8 4
어이없이 14 6 4
찍었고 0 1 3
나빠 6 3 2
부럽거나 1 0 4
기침 2 2 2
촌스럽잖아 1 0 5
편한대로 1 0 4
기른 4 3 2
보았 4 6 2
봐지 0 1 2
다쳤는지를 0 1 5
세가족 2 2 3
무서울수있 1 0 5
잠들었네요 0 1 5
꼭볼 0 1 2
이어질수록 1 0 5
임정은 3 1 3
권현상 0 1 3
돈퍼 1 0 2
땡겨요 0 3 3
부드럽고 0 7 4
보여줌으로써 1 1 6
오지랖 13 2 3
봐주겠는 2 0 4
어쩌지 3 0 3
102회 2 0 4
남아있었는데 0 1 6
맞닥뜨리 0 1 4
참아줄 1 0 3
우좀 9 0 2
등산 3 1 2
죽을려고 1 0 4
땡깡 2 0 2
봤었 0 2 2
돌아가셔서 0 3 5
젖도록 0 1 3
찡하냐 0 1 3
어린아이로 1 0 5
틀어주셔서 1 2 5
시기하네요 0 2 5
손지창 0 1 3
웃는것만 0 1 4
꼴데 5 1 2
사는군 2 0 3
찍히 6 11 2
10.5 2 1 4
나올려나 1 2 4
진일 0 3 2
즐겁지못 1 0 4
지겟넼 1 0 3
태어난것도 0 1 5
최최 1 1 2
싸놓은 2 0 3
하는면이 0 1 4
으이구 7 0 3
치란 1 1 2
합류 4 3 2
개주고싶지만 1 0 6
La 0 4 2
재빠르고 0 1 4
쓰이네요 1 0 4
잘해줬다 0 1 4
인문학자 1 0 4
널사 0 4 2
적막함 1 1 3
사야되 0 1 3
시끄러러 1 0 4
막주지말아라 0 1 6
망쳐놨네요 1 0 5
미생물 0 1 3
외딴 4 1 2
빈민가 1 2 3
REX 0 1 3
추접 5 0 2
될런 3 0 2
어렵더냐 1 0 4
하자며 0 1 3
이기주의 11 4 4
재미없어야 1 0 5
않더만 2 0 3
눈싰 1 0 2
..-_-+ 1 0 6
태범역 1 0 3
발표회 1 0 3
쩔어서 2 6 3
묵어 2 0 2
준거니 1 0 3
만들어주마 1 0 5
쓰는것이죠 0 1 5
짜증났나 1 0 4
장지환 1 0 3
ㅗㅎㄹㅇ 1 0 4
잡아다 1 0 3
완전돟 0 1 3
알맞는듯 0 1 4
뿐이니깐 0 1 4
들어온 5 6 3
깨어났을 1 0 4
어설프게 55 5 4
있을거예요 0 1 5
쏟아낸 1 1 3
놓으면 4 1 3
익살스러 1 2 4
칠이 29 5 2
웃기는것도 2 0 5
내가다 2 3 3
고렇 1 0 2
좋 51 128 1
담으려고 5 2 4
미진하다 1 0 4
파크 4 1 2
수련 4 3 2
개웃겻음 1 0 4
뒤지러 1 0 3
무섭다기 2 0 4
박는 5 2 2
케블 2 0 2
실바 0 2 2
달아요 3 3 3
조하 0 2 2
게임 188 98 2
불초 0 2 2
액스멘 0 1 3
학창 1 0 2
본거라도 0 1 4
기다려야하나 1 0 6
gv 0 3 2
주든 1 0 2
가도울고 1 0 4
처참함을 0 1 4
큽니다 6 10 3
모유 1 1 2
연구원 3 0 3
한나몬타나 0 1 5
Skype 0 1 5
좋으려나 0 1 4
참다 17 0 2
아니었던 3 4 4
똑같을까 0 1 4
칠한거 1 0 3
다라는것을 0 1 5
좀볼 2 0 2
나가면서 0 1 4
동떨어짐 2 0 4
떨리는 2 9 3
이혜리 0 1 3
굴러가고 0 2 4
멀쩡해 2 1 3
벌어지고있는 0 1 6
Radio 0 1 5
!!!!!! 17 47 6
부세 0 1 2
풋풋하게 0 1 4
줄기차게 1 1 4
벗긴 1 0 2
재밌더니 4 0 4
days 0 1 4
지루한만큼 0 1 5
나오래 1 0 3
반갑기만 0 1 4
작이라구요 0 1 5
보새 1 0 2
맨발 2 7 2
터지는거 1 0 4
국교 2 0 2
왜슬랙스틱 1 0 5
참낰 2 1 2
졸렬했음 1 0 4
다지고자 1 0 4
과소 2 14 2
투리 3 0 2
접어 6 3 2
컼 0 1 1
지루하단 1 2 4
해보았다 1 2 4
잔인했지 0 1 4
보인다 123 58 3
유치하더구만 1 0 6
킬엠올 1 0 3
데도 2 2 2
꺼내어 0 2 3
허무해지는 1 0 5
다뤘다지만 0 1 5
잔인 10 13 2
꿈꾸며 2 6 3
대졸 0 1 2
다큐멘터리 104 92 5
줄타기 5 3 3
되고있다 1 1 4
모여 14 15 2
우메 2 0 2
무재 4 72 2
인구 6 4 2
감사하겠습니다 0 1 7
감벽 2 0 2
견학 2 0 2
스피커 2 2 3
한결같음 2 0 4
언젠가 20 59 3
질련 1 0 2
이라매 1 0 3
후나 1 1 2
유쾌하기만 0 1 5
추한 4 3 2
연장 24 15 2
암벽 1 0 2
급행 2 0 2
펴줘 1 0 2
붕대 3 3 2
남은건데 0 1 4
바꾼것이요 1 0 5
찌르지못하고 1 0 6
인강 2 3 2
놈이긴 0 1 3
흥분하는 0 2 4
회복할듯 0 1 4
goal 1 0 4
무거울수 0 1 4
찌그러졌다 1 0 5
최고봉 22 68 3
아이 492 945 2
전도 6 5 2
서영 4 1 2
bravo 0 1 5
점박이 3 1 3
싫어하는 45 17 4
1932년 0 1 5
아침밥 1 0 3
0000000000000000 1 0 16
있을까봐 4 3 4
느껴질만큼 2 2 5
흔들리 1 1 3
이었구나 12 11 4
three 0 1 5
자객 3 2 2
웃게만 1 2 3
심하더라 2 1 4
필요해용 0 1 4
이아까운영화 1 0 6
0.1% 4 0 4
차리게 1 0 3
식상해 11 0 3
만들었단다 1 0 5
대감 34 14 2
따라가기에만 1 0 6
일정 5 7 2
비슷하다는게 0 1 6
악랄해지는 0 1 5
보여쥼 0 1 3
날리야 1 0 3
이뤄질 0 2 3
108분 1 0 4
비우 0 1 2
세우면 1 1 3
끝날것이다 1 1 5
깊음 0 8 2
나가야겠다는 0 1 6
퐁 1 1 1
벌집 1 1 2
위반 8 2 2
길하고자 1 0 4
잖습니까 1 0 4
견고한 0 2 3
만시 1 0 2
위험함 1 0 3
감정동 0 1 3
나는지도 1 0 4
OB 0 1 2
......... 69 31 9
발매 2 13 2
같은데여 1 0 4
정성호 1 1 3
쓸쓸하다 0 6 4
중동 3 5 2
놀래긴 1 0 3
아릅답네 0 1 4
없었군 0 1 3
엄 20 18 1
지껄이네 0 1 4
적반하장 4 1 4
530 0 1 3
붙이는 8 2 3
봉기 1 0 2
년도 51 25 2
달전 0 1 2
꼬매 1 0 2
柱傑侖 0 1 3
황우슬혜 14 4 4
팔다리 1 1 3
읽으시는 0 1 4
세련됨 0 5 3
바해 1 0 2
잘못뎄 1 0 3
파다 0 1 2
윤계상 9 22 3
thank 0 2 5
낳은거 1 0 3
없다고 61 49 3
썼다고 2 4 3
버려진 2 2 3
성공했지 1 0 4
들었어요 6 19 4
달았네 0 1 3
쪼꼬쪼꼬 0 1 4
불가합니다 0 1 5
회 102 177 1
다를수도 0 2 4
됐는지 8 4 3
유즈 1 2 2
날카로운 1 10 4
겜썸 2 0 2
silent 0 1 6
멸종위기 1 0 4
봤나 40 36 2
보낼수 0 3 3
갈라지고 2 0 4
갈리는데 1 4 4
있는겐 1 0 3
퇴보하네요 1 0 5
천둥신 0 1 3
나불대지말자 0 1 6
생기겠네요 0 1 5
봄다 1 0 2
반반한 1 0 3
까인듯 0 1 3
타는데 2 0 3
칠십 1 0 2
파리넬리 0 1 4
신기 21 7 2
모르겠군 2 1 4
하고있다는게 1 0 6
안되었는지 0 1 5
벨아미 3 0 3
호기심 66 30 3
잡혀가서 1 0 4
알아가게 0 2 4
절절 16 38 2
희래 2 2 2
루치아 0 2 3
캭 0 1 1
대배경인데 1 0 5
닮고싶을 0 1 4
이어질수 0 3 4
져서 4 0 2
무식한것 1 0 4
마이웨이 2 0 4
깨져가며 0 1 4
무식하다 2 0 4
이돌 2 0 2
장편 21 22 2
미쳤던것 1 0 4
짜든 0 1 2
냈단 0 1 2
콜록콜럭 0 1 4
조아졌어요 1 0 5
극지 0 1 2
머드 1 3 2
즐겁지가 1 0 4
봐당 0 1 2
노원 1 1 2
그래야겠냐 1 0 5
잇엇음 0 6 3
걷지도 1 0 3
~~!!!!!! 0 2 8
대잖아 1 0 3
꽂 1 0 1
깔끔히 1 1 3
파이는 1 1 3
서는거 1 0 3
강력하게 2 5 4
객 8 2 1
괜춘한듯 1 1 4
naive 2 0 5
바티스타 6 2 4
됐었다 1 0 3
시누이 3 0 3
있었다는 7 13 4
슬프던지 0 4 4
장날 1 1 2
바라겠습니다 0 2 6
끔거 0 1 2
짜여져있다는 1 0 6
입꼬매 0 1 3
해야겠습니다 1 0 6
레미 0 1 2
창피했어요 0 1 5
타이완 1 2 3
맞는걸 0 3 3
대세긴 0 1 3
대일 1 4 2
떠오르는지 1 0 5
;;;; 100 26 4
무너지는구나 0 1 6
입력 20 1 2
IT 2 4 2
안다고 7 7 3
루머 2 3 2
기쁘다고 0 1 4
떨궈주는 1 0 4
미치가 1 0 3
z 20 6 1
연하는 2 0 3
마이사 1 0 3
줄넘기 1 0 3
정말재밋 0 2 4
뜨던가 0 1 3
주던 2 4 2
치셈 2 1 2
터뜨릴 0 3 3
죽여준다 1 3 4
못자요 0 1 3
좋아한 3 6 3
거치는 1 2 3
지켰던 2 1 3
파라다이스 2 4 5
벗고 26 10 2
드링 0 1 2
져가 0 1 2
들엇네 1 0 3
드감 1 0 2
ucc 8 1 3
되긴 3 13 2
싱크로나이즈 1 0 6
수경 0 5 2
뜨거워져 0 1 4
박구나서 1 0 4
봐야겟네 0 1 4
블루재스민 1 0 5
남게하네요 0 2 5
지나쳤던것 1 0 5
미국사 0 2 3
.??? 1 0 4
비평가 5 4 3
쓰려고 7 2 3
알맞는것 0 1 4
감공 0 1 2
글세 3 1 2
할께 8 2 2
66회 1 0 3
맹숭맹숭하 1 0 5
붓는 1 2 2
리페이스 0 2 4
베타 2 3 2
김형석 1 0 3
전자기유도 1 0 5
굉장했습니다 0 2 6
뽑는다고 0 1 4
구를 0 3 2
비추구요 1 0 4
모셔져 1 0 3
뽐내는 0 1 3
실망했음 14 0 4
에쁘 1 1 2
???? 118 36 4
덜하진 0 1 3
포샤 0 1 2
블럭 4 5 2
세현 1 3 2
불과한 11 1 3
움켜쥐는 0 1 4
이상해도 2 1 4
holy 1 0 4
추악함이 1 0 4
풀지도 1 0 3
불쾌해졌다 2 0 5
하기는하는데 1 0 6
버기카 1 0 3
판을치는 2 1 4
많잖아요 0 2 4
조커 7 21 2
한게임 2 1 3
세도 11 1 2
살음 1 0 2
해보지 5 7 3
유명해질 1 0 4
200년 0 1 4
비애 6 7 2
나오는거였구나 0 1 7
음대 1 1 2
몰두하다 1 1 4
손해배상 2 0 4
두근거리게 1 5 5
어우러지는게 0 1 6
차갑다 0 2 3
드로곤볼 1 0 4
comment 1 0 7
풋풋하네 1 0 4
프로그래머 1 0 5
플레이 21 13 3
만들어야겠다는 1 0 7
남깁니다 16 15 4
어렵냐 0 1 3
전편 162 126 2
춤춘다 0 1 3
밀려옴 5 2 3
빨통 1 0 2
웃고싶으시면 1 0 6
쓸쓸해 0 1 3
손꼽히게 0 1 4
내꺼 0 4 2
두자 3 1 2
달안에 1 0 3
오그라든 2 0 4
환장했나 2 0 4
파랑새 1 4 3
거단 0 1 2
우직하고 0 3 4
사랭해 0 1 3
했겠다만 1 0 4
살렸다 31 33 3
하겠지하다 1 0 5
나주고 3 0 3
기다리지만 0 1 5
!!!!: 0 1 5
살려놓은 1 0 4
섴 3 1 1
얘쁘 1 2 2
붓다 6 1 2
썰전 11 4 2
모래성 2 1 3
송창식 0 1 3
않았던 26 60 3
객잔신 0 1 3
날뛰는자 1 0 4
변한것이 1 1 4
적히 0 1 2
~~!!!!! 0 1 7
뉴욕시 1 1 3
술처 2 0 2
버릴 22 33 2
봤는데이것도 1 0 6
오싹해지는 0 1 5
원만함 0 1 3
더해라 1 1 3
진상 19 5 2
밋따 0 2 2
됬다고 1 5 3
들어오면 3 0 4
벌이는 8 2 3
이공 1 1 2
수나라 1 0 3
말아먹기 2 0 4
들려고 1 1 3
나블나블 1 0 4
베낭 0 1 2
박평 25 34 2
어색하겠지만 0 1 6
쓰는 106 37 2
안다면 4 11 3
에문 1 0 2
괸찮타 1 0 3
끝물 6 0 2
밀쳐 0 1 2
7.81 0 1 4
없는지를 0 2 4
떨어지나 2 5 4
끝내줍니다 0 9 5
컨벤션 3 0 3
꼭알 0 2 2
죽는다면 0 1 4
짰 1 0 1
챔피언 2 13 3
드물은 0 1 3
않느냐고 0 1 4
깼고 1 0 2
어느덧 5 8 3
Raindrops 0 1 9
뜰줄 0 1 2
떠다녀서 0 1 4
멍하니있었다는 0 1 7
쉽군요 1 0 3
집어내 1 0 3
욕조 0 1 2
신터클라스 2 0 5
듣고싶어졌다 1 0 6
꺼냐 1 0 2
무의미하게 5 1 5
나설 2 0 2
지루한듯 3 3 4
먹으면서 19 13 4
빵터진 3 0 3
입는다고 1 0 4
채울라고 1 0 4
게우어 0 1 3
부풀리기 1 0 4
해안가 32 12 3
많았다면 1 2 4
캠프락 1 0 3
이루지못하겠네요 1 0 8
우아하다는 0 1 5
""' 1 0 3
새웠다는거 1 0 5
할것이라 1 1 4
나신 1 0 2
음반 1 4 2
벅차올랐다 0 1 5
재미있더군 0 1 5
푸춰핸섭 1 0 4
틀어놨다 1 0 4
헐이었다 0 1 4
찬홍 0 1 2
의원 6 7 2
같자기 1 0 3
비행청소년 1 0 5
가다듬어지지 0 1 6
찝찝해하는데 1 0 6
튀어나왔길래 0 1 6
분이시라면 1 0 5
죽일거면 2 0 4
computer 1 0 8
빠빵 0 1 2
몽골말 1 0 3
살아있었으며 0 1 6
들어주면서 1 0 5
터지던데요 0 1 5
꼭돈 1 0 2
미칩니다 0 1 4
江湖 1 0 2
죽인것은 1 0 4
웁 1 0 1
이뻐욤 0 1 3
종방좀 1 0 3
깎아야겠다 2 0 5
울림이있는 0 2 5
후잡 2 3 2
이다해 4 6 3
풋풋했던 1 8 4
벗는구만 2 0 4
하겠어 4 7 3
해본다지만 1 0 5
설렘도 1 0 3
생기더라구요 0 2 6
운오 0 2 2
기승 42 16 2
있을꺼야하고 1 0 6
그러하지 0 1 4
아니었을거란 0 1 6
받으시길 2 1 4
낮은건데 0 1 4
컴텨 1 0 2
예광탄 1 0 3
학번 0 2 2
이태수 0 1 3
놀랍 2 0 2
풍겨야 1 0 3
마직막 3 1 3
낭심 1 0 2
심오한거 2 0 4
돌게 3 2 2
충공깽 1 0 3
두려우면 0 1 4
진부함의 9 0 4
32일 0 1 3
밝혀지긴 1 0 4
오리엔트 0 2 4
되 123 174 1
짧았기에 1 1 4
참아 12 2 2
피곤함을 0 2 4
쉽 16 5 1
못줄 1 0 2
트렌디 1 2 3
신기생뎐 2 0 4
하이텔 2 1 3
350만 1 1 4
!( 3 5 2
가서도 0 3 3
재밌으셨나요 1 0 6
따가울 0 1 3
의심스럽기까지 1 0 7
칼로리 2 0 3
끄트머리 0 1 4
인혜엄마 1 0 4
달려갈 0 1 3
낫겠당 1 0 3
빈약하고 12 0 4
재수 14 7 2
개빠 2 0 2
이거드 0 1 3
멋있어여 0 3 4
꼬락 1 0 2
죽갓 0 1 2
숱 6 3 1
가티 1 0 2
경로당 2 0 3
까나리 1 0 3
끗나 1 0 2
뭉클하니 0 1 4
부글부글 1 1 4
어긋나지 1 2 4
좇되랔 1 0 3
설렙니다 1 0 4
♥♥♥♥★★★★ 0 1 8
허전한 5 4 3
맹추 0 1 2
쳐하네 1 0 3
김원준 1 1 3
대봑 1 0 2
도배 17 7 2
붇 1 0 1
폐곡선 1 0 3
우습 1 0 2
먹하게만 0 1 4
섀도우 2 0 3
아랐 3 0 2
광풍 1 1 2
느끼도록 0 2 4
레오나르도 1 5 5
느낄수있는 2 29 5
걸렸네 1 1 3
장음 0 1 2
2009 2 4 4
했던거다 0 1 4
심각해 1 1 3
채워지고 1 0 4
불친절하고 8 0 5
따랐을까 0 1 4
황보관 1 0 3
